,lat,long,Park,Dog,Riverside,DrinkingFountains,Airquality,RunningTrack,Safety,address,neighborhood
252,40.79418,-73.962812,1,0,0,1,3,0,3,"400 W 100th St, New York, NY 10025, USA",Upper West Side
253,40.787862,-73.967439,1,0,0,0,3,0,4,"2 W 90th St, New York, NY 10024, USA",Upper West Side
254,40.776209,-73.975915,1,0,0,0,3,0,4,"Terrace Dr, New York, NY 10023, USA",Central Park
255,40.768567,-73.981483,1,0,0,1,3,0,2,"1 Central Park West, New York, NY 10023, USA",Upper West Side
256,40.76802,-73.977548,1,0,0,1,3,0,5,"Central Park Driveway, New York, NY 10019, USA",Central Park
257,40.767095,-73.97343,1,0,1,0,3,0,5,"Gapstow Bridge, New York, NY 10019, USA",Central Park
258,40.774592,-73.972864,1,0,1,1,3,0,5,"Terrace Dr, New York, NY 10023, USA",Central Park
259,40.774831,-73.966727,1,0,1,0,3,0,5,"East Dr, New York, NY 10024, USA",Central Park
260,40.781054,-73.970467,1,0,0,0,3,0,4,"Bridle Path, New York, NY 10024, USA",Central Park
261,40.781351,-73.963576,1,0,0,1,3,1,4,"East Dr, New York, NY 10028, USA",Central Park
262,40.785072,-73.966652,1,0,1,1,3,1,5,"Shuman Running Track, New York, NY 10128, USA",Central Park
263,40.784382,-73.959283,1,0,1,1,3,1,4,"2 E 90th St, New York, NY 10128, USA",Upper East Side
264,40.78868,-73.961918,1,0,1,0,3,1,5,"Shuman Running Track, New York, NY 10128, USA",Central Park
265,40.794296,-73.954786,1,0,0,0,3,1,5,"East Dr, New York, NY 10029, USA",Central Park
266,40.79659,-73.958435,1,0,0,0,3,1,5,"Great Hill, New York, NY 10025, USA",Central Park
267,40.794672,-73.952254,1,0,1,0,3,1,4,"1240-1242 5th Ave, New York, NY 10029, USA",Upper Manhattan
268,40.78041,-73.985727,1,0,0,0,3,0,3,"1 Riverside Dr, New York, NY 10023, USA",Upper West Side
269,40.785662,-73.985202,1,0,0,0,3,1,5,"79 Hudson River Greenway, New York, NY 10024, USA",NA
270,40.794884,-73.978732,1,0,1,1,3,1,5,"Hudson River Greenway, New York, NY 10025, USA",Upper West Side
271,40.794848,-73.978771,1,0,1,0,3,1,5,"Hudson River Greenway, New York, NY 10024, USA",Upper West Side
272,40.799456,-73.975388,1,0,1,0,3,1,5,"Hudson River Greenway, New York, NY 10025, USA",Upper West Side
273,40.817998,-73.961828,1,0,1,1,3,1,5,"Hudson River Greenway & NY-9A & Henry Hudson Pkwy, New York, NY 10027, USA",NA
274,40.791763,-73.978641,1,0,1,0,3,0,4,"173 Riverside Dr, New York, NY 10024, USA",Upper West Side
275,40.80104,-73.971402,1,0,0,1,3,0,4,"318 Riverside Dr, New York, NY 10025, USA",Upper West Side
276,40.77414,-73.988701,1,0,0,0,3,0,3,"75 W 63rd St, New York, NY 10023, USA",Lincoln Square
277,40.774185,-73.984827,0,0,0,0,3,0,3,"127 Amsterdam Ave, New York, NY 10023, USA",Upper West Side
278,40.773581,-73.981572,1,0,0,0,3,0,2,"135 Columbus Ave, New York, NY 10023, USA",Upper West Side
279,40.771742,-73.982924,1,0,0,0,3,0,2,"78 Columbus Ave, New York, NY 10023, USA",Upper West Side
280,40.77959,-73.981819,1,0,0,0,3,0,2,"212 W 73rd St, New York, NY 10023, USA",Upper West Side
281,40.778771,-73.97781,0,0,0,0,3,0,3,"300 Columbus Ave, New York, NY 10023, USA",Upper West Side
282,40.78185,-73.979269,0,0,0,0,3,0,3,"359 Amsterdam Ave, New York, NY 10024, USA",Upper West Side
283,40.785139,-73.978923,0,0,0,0,3,0,2,"2262 Broadway, New York, NY 10024, USA",Upper West Side
284,40.785797,-73.972754,0,0,0,0,3,0,3,"518 Columbus Ave, New York, NY 10024, USA",Upper West Side
285,40.790316,-73.969399,0,0,0,1,3,0,3,"101 W 92nd St, New York, NY 10025, USA",Upper West Side
286,40.794049,-73.970396,0,0,0,0,3,0,2,"734 Amsterdam Ave, New York, NY 10025, USA",Upper West Side
287,40.796609,-73.968491,1,0,0,1,3,0,2,"819 Amsterdam Ave, New York, NY 10025, USA",Upper West Side
288,40.800451,-73.965706,0,0,0,0,3,0,3,"937 Amsterdam Ave, New York, NY 10025, USA",Upper West Side
289,40.79995,-73.96055,0,0,0,0,3,0,3,"181 Manhattan Ave, New York, NY 10025, USA",Upper West Side
290,40.803527,-73.967057,0,0,0,0,3,0,2,"298 W 109th St, New York, NY 10025, USA",Upper West Side
291,40.875816,-73.927506,1,1,1,0,3,0,5,"NY-9A, New York, NY 10034, USA",Upper Manhattan
292,40.869261,-73.931583,1,1,1,0,3,0,5,"348 Dyckman St, New York, NY 10034, USA",Upper Manhattan
293,40.866833,-73.928707,1,1,1,0,3,0,3,"22-194 Payson Ave, New York, NY 10034, USA",Upper Manhattan
294,40.868397,-73.919219,1,1,0,0,3,0,3,"4972 Broadway, New York, NY 10034, USA",Upper Manhattan
295,40.872466,-73.912894,1,1,1,0,3,0,4,"W 220th St, New York, NY 10034, USA",Upper Manhattan
296,40.864631,-73.918915,0,0,0,0,3,0,2,"3874-3878 10th Ave, New York, NY 10034, USA",Upper Manhattan
297,40.859059,-73.923047,0,0,0,0,3,0,4,"25-45 Dyckman St, New York, NY 10040, USA",Upper Manhattan
298,40.86305,-73.933479,1,1,1,1,3,1,5,"NY-9A & Henry Hudson Pkwy, New York, NY 10040, USA",Upper Manhattan
299,40.864637,-73.928897,1,1,1,0,3,0,3,"102 Arden St, New York, NY 10040, USA",Upper Manhattan
300,40.859372,-73.931369,1,1,1,0,3,0,3,"391-399 Bennett Ave, New York, NY 10040, USA",Upper Manhattan
301,40.859106,-73.934263,1,1,1,1,3,1,4,"730 Fort Washington Ave, New York, NY 10040, USA",Upper Manhattan
302,40.861123,-73.935211,1,1,1,1,3,1,5,"Hudson River Greenway, New York, NY, USA",Upper Manhattan
303,40.858119,-73.937501,1,1,1,0,3,0,4,"Hudson River Greenway, New York, NY, USA",Upper Manhattan
304,40.85254,-73.941616,1,1,1,0,3,0,4,"Hudson River Greenway, New York, NY, USA",Upper Manhattan
305,40.853558,-73.938363,1,1,0,1,3,1,3,"161 Pinehurst Ave, New York, NY 10033, USA",Upper Manhattan
306,40.852173,-73.937846,1,1,0,0,3,0,3,"501-521 Fort Washington Ave, New York, NY 10033, USA",Upper Manhattan
307,40.85069,-73.94381,1,1,1,1,3,1,5,"5365 Hudson River Greenway, New York, NY 10033, USA",Upper Manhattan
308,40.849539,-73.946375,1,1,1,0,3,0,5,"5365 Hudson River Greenway, New York, NY 10033, USA",Upper Manhattan
309,40.848521,-73.930619,1,1,0,1,3,1,3,"2446-2450 Amsterdam Ave, New York, NY 10033, USA",Upper Manhattan
310,40.841255,-73.947549,1,1,1,0,3,0,5,"Hudson River Greenway, New York, NY 10032, USA",NA
311,40.836739,-73.949255,1,1,1,0,3,0,4,"Hudson River Greenway, New York, NY 10032, USA",NA
312,40.852363,-73.931574,0,0,0,0,3,0,2,"1517 St Nicholas Ave, New York, NY 10033, USA",Fort George
313,40.849327,-73.933883,0,0,0,0,3,0,2,"600 W 181st St, New York, NY 10033, USA",Upper Manhattan
314,40.846995,-73.938282,0,0,0,0,3,0,2,"4169 Broadway, New York, NY 10033, USA",Upper Manhattan
315,40.842315,-73.938954,0,0,0,0,3,0,2,"620 W 170th St, New York, NY 10032, USA",Upper Manhattan
316,40.838019,-73.938356,0,0,0,0,3,0,3,"501 W 165th St, New York, NY 10032, USA",Upper Manhattan
317,40.834742,-73.94447,0,0,0,0,3,0,2,"3801 Broadway, New York, NY 10032, USA",Upper Manhattan
318,40.861602,-73.924797,1,0,0,0,3,0,2,"168 Nagle Ave, New York, NY 10040, USA",Fort George
319,40.853938,-73.923722,1,1,1,0,3,0,5,"Harlem River Dr, New York, NY 10034, USA",Upper Manhattan
320,40.852903,-73.926116,1,1,1,1,3,1,4,"Harlem River Dr, New York, NY 10040, USA",Upper Manhattan
321,40.847004,-73.92901,1,1,1,0,3,0,5,"297 Washington Bridge, New York, NY 10040, USA",Upper Manhattan
322,40.848169,-73.930955,1,1,0,0,3,0,3,"503 W 181st St, New York, NY 10033, USA",Upper Manhattan
323,40.845661,-73.93147,1,1,0,0,3,0,4,"Trans-Manhattan Expy & Amsterdam Ave & W 175th St, New York, NY 10033, USA",Upper Manhattan
324,40.844259,-73.933709,1,1,0,0,3,0,3,"2318 Amsterdam Ave, New York, NY 10033, USA",Upper Manhattan
325,40.84626,-73.942598,1,1,0,0,3,0,4,"738 W 173rd St, New York, NY 10032, USA",Upper Manhattan
326,40.847708,-73.942186,1,1,0,0,3,0,4,"899 W 176th St, New York, NY 10033, USA",Upper Manhattan
327,40.847227,-73.939799,1,1,0,0,3,0,3,"800 W 176th St, New York, NY 10033, USA",Upper Manhattan
328,40.845399,-73.940575,1,1,0,0,3,0,3,"701-799 W 173rd St, New York, NY 10033, USA",Upper Manhattan
329,40.837107,-73.936746,1,1,0,0,3,0,3,"623 Edgecombe Ave, New York, NY 10032, USA",Upper Manhattan
330,40.830423,-73.940178,1,1,0,0,3,0,3,"400 W 155th St, New York, NY 10032, USA",Upper Manhattan
331,40.829233,-73.937242,1,1,0,0,3,0,2,"2928-2930 Frederick Douglass Blvd, New York, NY 10039, USA",Upper Manhattan
332,40.828226,-73.934967,1,1,1,0,3,0,4,"213 W 155th St, New York, NY 10039, USA",Upper Manhattan
333,40.854959,-73.93603,0,0,0,0,3,0,3,"61 Overlook Terrace, New York, NY 10033, USA",Upper Manhattan
334,40.831563,-73.94691,1,1,0,1,5,1,3,"601-699 W 153rd St, New York, NY 10032, USA",Upper Manhattan
335,40.83041,-73.944024,1,1,0,1,5,1,2,"501 W 153rd St, New York, NY 10031, USA",Upper Manhattan
336,40.828301,-73.939209,1,1,0,0,5,0,3,"310 W 153rd St, New York, NY 10039, USA",Upper Manhattan
337,40.827794,-73.945811,0,0,0,0,5,0,2,"500-502 W 149th St, New York, NY 10031, USA",Upper Manhattan
338,40.827205,-73.950036,0,0,0,0,5,0,2,"3565 Broadway, New York, NY 10031, USA",Upper Manhattan
339,40.827121,-73.952037,1,1,0,0,5,0,3,"620 W 145th St, New York, NY 10031, USA",Upper Manhattan
340,40.815834,-73.958467,0,0,0,0,5,0,2,"600 W 125th St, New York, NY 10027, USA",Upper Manhattan
341,40.814218,-73.950871,1,1,0,1,5,1,3,"61-69 St Nicholas Terrace, New York, NY 10027, USA",Upper Manhattan
342,40.820902,-73.950972,0,0,0,0,5,0,3,"501 W 138th St, New York, NY 10031, USA",Upper Manhattan
343,40.827013,-73.955065,1,1,1,0,5,0,5,"750 W 145th St, New York, NY 10031, USA",Upper Manhattan
344,40.826895,-73.941575,1,1,0,0,5,0,3,"400 W 150th St, New York, NY 10031, USA",Upper Manhattan
345,40.823699,-73.94394,1,1,0,1,5,1,2,"340 W 145th St, New York, NY 10039, USA",Upper Manhattan
346,40.823315,-73.942842,1,1,0,0,5,0,2,"68 Bradhurst Ave, New York, NY 10039, USA",Upper Manhattan
347,40.827598,-73.935239,0,0,1,0,5,0,4,"2653 Adam Clayton Powell Jr Blvd, New York, NY 10039, USA",Upper Manhattan
348,40.821717,-73.939125,0,0,0,0,5,0,2,"2500 Adam Clayton Powell Jr Blvd, New York, NY 10039, USA",Upper Manhattan
349,40.821414,-73.94608,0,0,0,0,5,0,3,"627-629 St Nicholas Ave, New York, NY 10031, USA",Upper Manhattan
350,40.817045,-73.947835,0,0,0,0,5,0,3,"W 135th St, New York, NY 10030, USA",Upper Manhattan
351,40.817305,-73.942341,0,0,0,0,5,0,2,"2364 Adam Clayton Powell Jr Blvd, New York, NY 10030, USA",Upper Manhattan
352,40.813797,-73.941054,0,0,0,0,5,0,2,"492 Lenox Ave, New York, NY 10037, USA",Upper Manhattan
353,40.815356,-73.935818,0,1,1,0,5,0,3,"2-8 W 139th St, New York, NY 10037, USA",Upper Manhattan
354,40.810224,-73.937449,0,0,0,0,5,0,2,"1-49 E 132nd St, New York, NY 10037, USA",Upper Manhattan
355,40.811199,-73.946633,0,0,0,0,5,0,2,"2169 Adam Clayton Powell Jr Blvd, New York, NY 10027, USA",Upper Manhattan
356,40.812693,-73.950839,0,0,0,0,5,0,2,"359-371 St Nicholas Ave, New York, NY 10027, USA",Upper Manhattan
357,40.813441,-73.945353,0,0,0,0,5,0,3,"200-202 W 132nd St, New York, NY 10027, USA",Upper Manhattan
358,40.809252,-73.948535,0,0,0,0,5,0,2,"2104 Adam Clayton Powell Jr Blvd, New York, NY 10027, USA",Upper Manhattan
359,40.803387,-73.952548,0,0,0,0,5,0,2,"Graham Court, New York, NY 10026, USA",Upper Manhattan
360,40.800663,-73.946598,0,0,0,0,5,0,2,"2-18 W 116th St, New York, NY 10026, USA",Upper Manhattan
361,40.80444,-73.939869,0,0,0,0,5,0,2,"40-98 E 124th St, New York, NY 10035, USA",Upper Manhattan
362,40.802132,-73.934106,0,0,0,0,5,0,3,"247 E 124th St, New York, NY 10035, USA",Upper Manhattan
363,40.797072,-73.937803,0,0,0,0,5,0,2,"249-299 E 116th St, New York, NY 10029, USA",Upper Manhattan
364,40.799979,-73.944914,0,0,0,0,5,0,3,"1766 Madison Ave, New York, NY 10029, USA",East Harlem
365,40.796264,-73.945768,0,0,0,0,5,0,3,"93 E 111th St, New York, NY 10029, USA",Upper Manhattan
366,40.795112,-73.933176,0,0,0,0,5,0,3,"301-307 Pleasant Ave, New York, NY 10035, USA",Upper Manhattan
367,40.81583,-73.958412,0,0,0,0,3,0,2,"600 W 125th St, New York, NY 10027, USA",Upper Manhattan
368,40.814198,-73.960694,0,0,0,0,3,0,3,"175 Claremont Ave, New York, NY 10027, USA",Upper Manhattan
369,40.811311,-73.957878,0,0,0,0,3,0,3,"501 W 123rd St, New York, NY 10027, USA",Upper Manhattan
370,40.808024,-73.963902,0,0,0,0,3,0,3,"604 W 116th St, New York, NY 10027, USA",Upper Manhattan
371,40.808838,-73.96594,1,1,0,0,3,0,4,"435 Riverside Dr, New York, NY 10025, USA",Upper Manhattan
372,40.806995,-73.967469,1,1,0,0,3,0,4,"6398 Riverside Dr, New York, NY 10025, USA",Upper Manhattan
373,40.804895,-73.968715,1,1,0,0,3,0,3,"375 Riverside Dr, New York, NY 10025, USA",Upper West Side
374,40.806842,-73.961153,0,0,0,0,3,0,3,"500 W 116th St, New York, NY 10027, USA",Upper Manhattan
375,40.812419,-73.964014,1,1,0,1,3,1,4,"478 Riverside Dr, New York, NY 10027, USA",Upper Manhattan
376,40.816229,-73.962031,1,1,0,0,3,0,4,"548 Riverside Dr, New York, NY 10027, USA",Upper Manhattan
377,40.813751,-73.962313,1,1,0,0,3,0,4,"500 Riverside Dr, New York, NY 10027, USA",Upper Manhattan
378,40.817193,-73.962735,1,1,1,0,3,0,5,"16 Hudson River Greenway, New York, NY 10027, USA",Upper Manhattan
379,40.816002,-73.963838,1,1,1,0,3,0,5,"16 Hudson River Greenway, New York, NY 10027, USA",Upper Manhattan
380,40.818075,-73.961833,1,1,1,0,3,0,5,"Hudson River Greenway, New York, NY 10027, USA",NA
381,40.817512,-73.960723,1,1,0,0,3,0,4,"59-67 St Clair Pl, New York, NY 10027, USA",Upper Manhattan
382,40.814229,-73.964232,1,1,0,0,3,0,5,"NY-9A, New York, NY 10027, USA",Upper Manhattan
383,40.807938,-73.968414,1,1,0,0,3,0,5,"NY-9A, New York, NY, USA",NA
384,40.805323,-73.969486,1,1,0,0,3,0,4,"375 Riverside Dr, New York, NY 10025, USA",Upper West Side
385,40.80579,-73.968419,1,1,0,0,3,0,4,"W 110th St, New York, NY 10025, USA",Upper Manhattan
386,40.810625,-73.958331,0,0,0,0,3,0,3,"500 W 122nd St, New York, NY 10027, USA",Upper Manhattan
387,40.806803,-73.961063,0,0,0,0,3,0,3,"1135 Amsterdam Ave, New York, NY 10025, USA",Upper Manhattan
388,40.804234,-73.962967,0,0,0,0,3,0,3,"1050 Amsterdam Ave, New York, NY 10025, USA",Upper Manhattan
389,40.804829,-73.966155,0,0,0,0,3,0,2,"599 W 111th St, New York, NY 10025, USA",Upper Manhattan
390,40.811378,-73.964853,0,1,1,0,3,0,4,"475 Riverside Dr, New York, NY 10027, USA",Upper Manhattan
